Catalogue No.	Artist Name	Title	Object Type	Transaction
F-A2027	"HEEM, JAN DAVIDSZ. DE (Dutch)"	"Un Vase de crystal, rempli de fleurs de différentes espèces, telles que roses blanches, tulipes, oeillets d'Inde, pavots, branches de meurier, narcisses, renoncules et autres, enrichies de plusieurs insectes, telles que lezard, sauterelle, demoiselle, chenille, papillon et autres d'une exécution et du détail le plus précieux, sans nuire à l'effet et à l'harmonie. L'on sait que les tableaux de ce maître sont rares, et qu'on les confond quelquefois avec ceux de David de Hum [sic] son frère, qui sont plus communs et d'un mérite inférieur à ceux de ce peintre."	Peinture	"Vendu, 461 livres"
F-A2027	"HOLBEIN, HANS THE YOUNGER (German)"	"La Cour de François II et des principaux Seigneurs de ce temps lá, avec les attributs de Moyse et d'Aaron qui se présentent au Roi d'egypte, qui est François II lui-même ; leurs noms sont écrits dans les différens contours de leurs robes. Ce tableau est peint sur bois par le fameux Holbéen, vers 1552. Il peut avoir 4 pieds ou environ de hauteur, sur 4 pieds 6 pouces de largeur. Il vient de la vente de feu M. Beaujeon, no. 16."	Peinture	"Vendu, 40 livres"
F-A2027	"LAIRESSE, GERARD DE (Dutch or Flemish)"	"Ulysse faisant chercher dans les tombeaux le jeune Astyanax. Composition de 18 figures, de l'effet le plus piquant. Peint en grisaille sur toile. [Dessins montés, écoles des Pays-Bas]"	Peinture	"Vendu, 36 livres"
F-A2027	"LANFRANCO, GIOVANNI (Italian)"	"Le Martyre d'un Saint. Composition de onze figures, esquisse pleine de feu et d'immagination."	Peinture	"Vendu, 9 livres"
F-A2027	"NATTIER, JEAN-MARC (French)"	"Thalie, déesse de la comédie. Elle est vue jusqu'au-dessous des genoux, relevant de la main droite une draperie bleue, et tenant de la gauche un masque. Un fond d'architecture, peint par Boyer, termine le tableau qui est d'une couleur et d'un précieux agréables."	Peinture	"Vendu, 61 livres"
F-A2027	"PATEL, PIERRE I (French)"	1. tabl. pays. par Patel.	Peinture	"Vendu, 200 livres"
F-A2027	"PERRIER, FRANÇOIS LE BOURGUIGNON (French)"	"Deux grands Tableaux ; Sujets du Tasse de la Jérusalem délivrée. Tableau dans la manière de Pietre de Cortonne, dignes des belles productions des grands maîtres d'Italie."	Peinture	"Non Vendu, 599 livres"
F-A2027	"ROLAND DE LA PORTE, HENRI HORACE (French)"	"Huit Pêches rangées sur leur panier, près duquel sont groupées une grappe de raisin noir et une autre de blanc, qui vient en avant sur un appui de pierre sur la gauche. Deux noix, dont une cassée et ouverte, terminent ce tableau, qui est d'une couleur, d'une harmonie et d'une vérité qui font illusion à la nature. Citer son auteur est en assurer le mérite."	Peinture	"Vendu, 150 livres"
F-A2027	"RUBENS, PETER PAUL (Flemish)"	"Alexandre venant couronner Roxelane, accompagné de l'Hymen et de l'Amour : elle est assise sur son lit, et deshabillée par des Amours. Cette composition, de 8 figures, est du beau faire de Rubens."	Peinture	"Vendu, 212 livres"
F-A2027	"RUBENS, PETER PAUL (Flemish)"	"Une partie du principal tableau du plafond de Houit Hall ; composition allégorique de quatre figures du plus beau faire de Rubens. On y voit Minerve et Mars combattant. Ce dernier, tenant un flambeau, est agenouillé sur l'envie qu'il terrasse, et protége un Roi sur le trône. Il vient de la vente de M. Dulac, no. 405."	Peinture	"Non Vendu, 360 livres"
F-A2027	"SACCHI, ANDREA (Italian)"	"Sophronie et Olinde. Ce sujet, tiré de la Jérusalem délivrée du Tasse, est composé de dix-huit figures bien dessinées, touchées spirituellement, d'un coloris fin et agréable. Ce tableau est peint sur cuivre. Hauteur, 9 pouces ; largeur, 12. Il vient de la vente de M. Dennery, no. 2."	Peinture	"Vendu, 160 livres"
F-A2027	"SCHALCKEN, GODFRIED (Dutch)"	"Diane vue à mi-corps et par le dos, la tête de trois quarts tournée sur l'épaule gauche. Elle est vêtue d'une chemise passée sur l'épaule droite ; laissant à découvert tout le corps, jusqu'au bas des reins ; une draperie rouge et flottante couvre le reste du corps ; de la main droite la déessee tire une flèche d'un riche carquois qu'elle porte sous le bras gauche ; elle est dans un bois éclairé par un grand soleil, dont les rayons qui percent au travers des arbres frappent vivement sur les extrémités de la figure ; et laissent tout le reste éclairé d'une demi-teinte douce, et de reflets ménagés avec toute l'intelligence que la réalité seule paroît capable d'offrir. Ce tableau est de la plus grande finesse, et du beau faire de cet habile maître. Hauteur, 15 pouces 6 lignes ; largeur, 12 pouces 6 lignes. Il vient de la vente de feu M. Collet, no. 62, vendu 650 liv."	Peinture	"Vendu, 240 livres"
F-A2027	"VANLOO, JEAN BAPTISTE (French)"	"Diane se reposant au retour de la chasse, accompagnée des nymphes de sa suite, au nombre de douze, dont quelquesunes se baignent, et d'autres lui présentent une corbeille remplie de fruits ; elle est assise au pied d'un rocher, et l'on voit auprès d'elle des chiens et du gibier : toutes les figures ont 12 pouces de proportion. Cette riche composition est soutenue par un dessin facile et correct ; la couleur en est brillante, la touche hardie et franche, et l'effet agréable. C'est un des chefs-d'oeuvres de cet artiste. Il vient de la vente de M. Louis-Michel Vanloo, no. 54, où il a été adjugé à 1650 livres."	Peinture	"Vendu, 310 livres"
F-A2027	"VANLOO, JEAN BAPTISTE (French)"	"Diane au Bain, où l'on découvre la grossesse de Calisto ; composition de quatorze figures. Un pinceau moëlleux et une couleur brillante, fixent les regards sur ce tableau, dont il est difficile de trouver une composition aussi riche, vu la rareté des ouvrages de ce maître. Hauteur, 36 pouces ; largeur, 30. T[oile]. Il vient de la vente Marin, no. 166 ; où il fut vendu par erreur sous le nom de Jean Vercolie."	Peinture	"Vendu, 281 livres"
F-A2027	"VELDE, ADRIAEN VAN DE (Dutch)"	"Une Prairie, sur le devant de laquelle on voit un jeune bélier et quatre moutons, dont un seul est debout, et à moitié d'épouillé de sa laine ; il a le regard tourné vers une petite haie : un lointain et des montagnes terminent ce précieux tableau, qui est du plus beau faire de Vandenvelde en 1659."	Peinture	"Vendu, 730 livres"
F-A2027	"VERBOOM, ADRIAEN HENDRICKSZ. (Dutch)"	"Deux Paysages avec chaumières, ornés de figures, sur différens plans ; ces deux tableaux, agréables de composition, sont d'une touche facile."	Peinture	"Vendu, 77 livres"
F-A2027	"WATTEAU, JEAN ANTOINE (French)"	"[ ]al [sic], composition de 71 figures. Ce tableau capital est très-connu par deux ou trois imitations faites par Pater. On y remarque une couleur fraîche et brillante, un dessin élégant et spirituel ; les figures y sont pleines d'expression et de vérité ; enfin on peut regarder ce morceau comme le chef-d'oeuvre en petit de ce maître, il a été très-bien gravé par ***. Il vient de la vente de M. de Montulé, no. 55 de notre catalogue, où il a eété vendu 5000 liv. Hauteur, 18 pouces ; largeur, 24 pouces. T[oile]. Il vient, en dernier lieu, de la vente de M***, lundi 26 novembre 1787, n o . 60 : vendu 4000 liv."	Peinture	"Vendu, 2001 livres"
F-A2027	ANONYMOUS - ANTIQUE (Unknown)	"Un Mercure sur un pied. Il tient la bourse de la main droite, et a un bout de son manteau sur le bras gauche. Il vient de la vente de M. Dennery, no. 60 ; vendu 301 liv. Hauteur, 3 pouces une ligne. 2 e . C."	Sculpture	"Vendu, 370 livres"
F-A2027	ANONYMOUS - ANTIQUE (Unknown)	"Un Enfant ou Amour agenouillé, dans l'action de tendre son arc et de tirer une flèche. Figure supérieurement exécutée, d'un beau caractère, par un habile artiste très-ancien. Hauteur, 6 pouces 9 lignes. Il est placé sur une terrasse de bois noirci."	Sculpture	"Vendu, 24 livres"
F-A2027	ANONYMOUS - MODERN (Unknown)	"Neuf bronzes ; dont une statue de la Folie, une autre de Diane, une divinité chinoise, un lion en fer, et deux bas-reliefs, l'un représentant une frise d'enfant, et l'autre des chévrès d'après Berghem. (Sous ce no : Un lion en fer)"	Sculpture	"Vendu, 30 livres"
F-A2027	ANONYMOUS - MODERN (Unknown)	"La Vénus de Médicis, en marbre blanc, debout sur socle, accompagnée d'un vase, avec draperie ; le tout pris dans la masse, sur piedestal rond, de même genre, profilé à gorges et moulures."	Sculpture	"Inconnue, 499 livres"
F-A2027	CHINESE (Chinese)	"Neuf bronzes ; dont une statue de la Folie, une autre de Diane, une divinité chinoise, un lion en fer, et deux bas-reliefs, l'un représentant une frise d'enfant, et l'autre des chèvrés d'après Berghem. (Sous ce no : Une divinité chinoise)"	Sculpture	"Vendu, 30 livres"
F-A2027	CLODION CLAUDE MICHEL (French)	"Un bas-relief en terre cuite, représentant un Satyre et une Bacchante, faisant jouer deux petits enfans ensemble. Cette composition naïve, est d'une touche spirituelle et facile. Hauteur, 6 pouces et demi ; largeur, 8 pouces. Il vient de la vente de M. Boyer de Fons-Colombe, no. 306."	Sculpture	"Vendu, 28 livres"
F-A2027	EGYPTIAN (Egyptian)	"Un autre petit Harpocrate, en Cornaline ; de 12 lignes de hauteur. 1er. C. Les Grecs représentant Harpocrate, ou le Dieu du silence, avec le doigt index sur la bouche. C'est ce qu'ont pratiqué aussi les Egyptiens ; mais comme ils ont représenté souvent ce Dieu, avec une tresse de cheveux en forme de corne sur le côté de la tête, attribut qui caractérise Osiris, on a lieu de croire que ces peuples confondoient ces deux Divinités ; mais il est plus raisonnable, ce me semble, de donner le nom d'Harpocrate à celui qui porte la marque de cette Divinité ; et le nom d'Osiris, à celui qui n'a point cette marque."	Sculpture	"Vendu, 20 livres"
F-A2027	EGYPTIAN (Egyptian)	"Cinq Orisis en terre cuite égyptienne, dont deux vernissés."	Sculpture	"Vendu, 8 livres"
F-A2027	EGYPTIAN (Egyptian)	"Le boeuf Apis, bronze d'une belle forme et d'une belle exécution. Hauteur et largeur, 3 pouces. 1er C."	Sculpture	"Vendu, 34 livres"
F-A2027	EGYPTIAN (Egyptian)	"Seize petites Divinités en Amétiste, lapis argent, terre cuite et bronze, dont deux Osiris à tête d'epervier, un Dieu Chat ; coq en argent, scarabée et autres. 1er. C. (Sous ce no. : Petite[s] Divinité[s])"	Sculpture	"Vendu, 132 livres"
F-A2027	EGYPTIAN (Egyptian)	"Isis assise tenant son fils Horus sur ses genoux, lui présentant sa mamelle qu'elle presse de la main droite ; sa tête est coëffe de la dépouille de l'oiseau de Numidie qui lui forme une espèce de voile, dont les deux bouts pendent par devant, et le reste tombe quarrément sur son dos. Une draperie unie lui couvre les jambes jusqu'au dessus des pieds ; sa coëffure est surmontée d'une couronne de feuilles de musa, arbre qui croît aux environs de Damiette. Au dessus de cette couronne, est le disque de la lune entre deux cornes.    On sait qu'Isis, suivant la fable, étoit la même qu'Io, qui fut métamorphosée en vache. Chez les anciens Egyptiens, elle représentoit la lune. Ce bronze est bien original, et parfaitement exécuté ; il porte 9 pouces et demi de haut ; on en voit la représentation dans le Recueil d'Antiquités Egyptiennes, etc. de M. de Caylus, tome 1er, planche quatrième, figure 1 ere, avec l'explication à la page 17. Elle vient de la vente de feu M. Picard, n\up3 o. 1 ; puis de M. Pellerin, n\up3 o. 20 du catalogue. Vendue 90 liv. 2 sols. 1\up3 er. C."	Sculpture	"Vendu, 47 livres"
F-A2027	"FALCONET, ETIENNE-MAURICE (French)"	"Deux cariatides, servant de gaîne, en plâtre, peintes et bronzées, venant de la vente de M. l'abbé le Blanc, no. 165."	Sculpture	Inconnue
F-A2027	FRENCH (French)	"Un homme et une Femme agenouillés, portant sur leur dos une bobèche, avec socles a feuille d'eau en bronze doré d'or mat."	Sculpture	"Vendu, 121 livres"
F-A2027	GREEK - ANTIQUE (Greek)	"Deux Figures en argent. La première représente Saturne qui dévore ses enfans ; voilà notre opinion. Caylus, T. 2. page 130, planche XLV, l'appelle Faune. Il l'a fait graver de face, et par derrière. Le résultat est que cette figure est du plus beau travail, et nous vient de la vente de M. Pellerin, no. 4. L'autre est une petite figure de femme, que l'on a appelée Diane ; elle nous vient de la vente Dennery, et est gravée dans Caylus ; leur usage servoit à enrichir les grandes é'ingles d'ivoire qui tenoient leur tresse. (Sous ce No. : Saturne qui dévore ses enfans)"	Sculpture	"Vendu, 75 livres"
F-A2027	GREEK - ANTIQUE (Greek)	"Un Buste de Minerve, en marbre salien, de beau travail et de moyenne proportion, depuis le bas du col ; l'égide et les épaules sont modernes. Il est placé sur un piédouche de marbre portor."	Sculpture	"Vendu, 75 livres"
F-A2027	GREEK - ANTIQUE (Greek)	"Or et Argent. Deux Priapes ; l'un représentant un Amour en argent, portant un Priape en or. -- Hauteur totale, 19 lignes. L'autre un Priape totalement en or, encore attaché à une petite partie de chaîne en or. Vente Pellerin, no. 3. Voyez Caylus, tom. 2, planche 45. (Sous ce no. : Un Priape totalement en or)"	Sculpture	"Vendu, 80 livres"
F-A2027	ROMAN (Roman)	"Un Cheval écorché ; il porte 8 pouces de proportion, posé sur une plinthe d'albâtre fleuri. Il vient de la vente de feu M. le bailli de Breteuil, no. 151 : vendu 129. [Animaux romains]"	Sculpture	"Vendu, 120 livres"
F-A2027	ROMAN (Roman)	"Vingt Pièces en bronze et en argent, dont 4 Priapes, 4 anneaux de fer et d'argent, ex-voto dont un pied et une main en bronze de beau travail, 2 clefs, un aigle, (voyez Caylus, t.1, page 251, planche XCIV) ; et un osselet, agraffe de coffre, pointe de lance, (Caylus, t.1, page 262, planche XCVI) ; et autres pièces antiques. 2e. C."	Sculpture	"Vendu, 92 livres"
F-A2027	ROMAN (Roman)	"Figure antique. Quatre petites Figures en bronze, dont une Victoire, une petite figure de ville, une Minerve et un Néron. De 20 lignes de hauteur. 2e. C."	Sculpture	"Vendu, 11 livres"
F-A2027	ROMAN (Roman)	"Figure antique. Seize Piéces de différens genres, comme boucles, agraffes de coffre, petite statue de Diane, clef et autres bronzes romains."	Sculpture	"Vendu, 8 livres"
F-A2027	ROMAN (Roman)	"Deux Bronzes représentant, l'un, un buste d'homme, la bouche ouverte, servant de lampe antique. Hauteur, 9 pouces.    L'autre, une Figure de ville, ajustée de bon goût. De 4 pouces 9 lignes de hauteur. (Sous ce no : Une figure de ville)"	Sculpture	"Vendu, 15 livres"
F-A2027	ROMAN (Roman)	"Deux Amours, dont l'un se couvrant la tête d'un masque de vieillard. Hauteur, 3 pouces. Ils sont placés sur des piédestaux en ivoire et bois de rose."	Sculpture	"Vendu, 17 livres"
F-A2027	ROMAN (Roman)	"Deux Bronzes représentant, l'un, un buste d'homme, la bouche ouverte, servant de lampe antique. Hauteur, 9 pouces.    L'autre, une Figure de ville, ajustée de bon goût. De 4 pouces 9 lignes de hauteur. (Sous ce no : Un buste d'homme, la bouche ouverte)"	Sculpture	"Vendu, 15 livres"
F-A2027	ROMAN (Roman)	"Figure antique. Une Extrémité de timon de char, à tête de Chimére, de beau caractère."	Sculpture	"Vendu, 13 livres"
F-A2027	ROMAN (Roman)	"Cinq Bronzes antiques, dont un Mercure, une Vénus, un prêtre du temple d'Isis, et deux autres figures, dont une avec caractères sur le devant de sa draperie. Cela est curieux et intéressant. Caylus, t. 6, planche 7, page 21."	Sculpture	"Vendu, 43 livres"
F-A2028	"BAROCCI, FEDERICO (Italian)"	"Jésus-Christ dans sa gloire, accompagné de la Sainte Vierge & des Anges, apparoissant à plusieurs Saints & Saintes, qui occupent le premier plan de cette composition savante & distinguée. Ce dessin, fait aux trois crayons, mélé d'un lavis à l'encre de la Chine, est de la plus parfaite conservation, & il seroit difficile d'en rencontrer un plus capital."	Dessin	Inconnue
F-A2028	"BOUCHARDON, EDMÉ (French)"	Le sujet plaisant du père Barnaba courant après sa béquille qui lui est enlevée par une jeune bergère. Ce dessin est précieusement terminé à la sanguine sur papier blanc.	Dessin	Inconnue
F-A2028	"BOURDON, SÉBASTIEN (French)"	"Un petit dessin très-fin & de forme ronde, lavé de sanguine sur papier blanc, offrant le sujet de la fuite en Egypte."	Dessin	Inconnue
F-A2028	"DELARUE, LOUIS-FÉLIX (French)"	"Une belle figure de femme drapée à l'antique & appuyée sur un tombeau ; étude terminée à la plume & lavée de bistre sur papier blanc.    Ce dessin du meilleur temps de L. de Larue, provient de la collecion choisie de feu M. de Belle[?], architecte."	Dessin	Inconnue
F-A2028	"DURAMEAU, LOUIS JEAN JACQUES (French)"	Un autre dessin de forme ovale ; composition allégorique à la gloire de Louis XV ; il est lavé de bistre & rehaussé de blanc sur papier gris.	Dessin	Inconnue
F-A2028	GUERCINO GIOVANNI FRANCESCO BARBIERI (Italian)	Un autre paysage fait comme le précédent ; on y remarque à gauche un chariot attelé de deux boeufs.	Dessin	Inconnue
F-A2028	"NEER, AERT VAN DER (Dutch)"	"La vue d'un Canal de Hollande, bordé de diverses habitations de paysans ; ce morceau pris à l'effet de la nuit, est lavé de bistre & rehaussé de blanc sur papier bleu."	Dessin	Inconnue
F-A2028	"OSTADE, ADRIAEN VAN (Dutch)"	"Un charmant dessin colorié, offrant une composition de plus de vingt figures qui forment différens grouppes dans une tabagie. Les beaux ouvrages de ce grand artiste ont toujours joui d'un accueil distingué par les amateurs des morceaux de choix."	Dessin	Inconnue
F-A2028	POLIDORO DA CARAVAGGIO POLIDORO CALDARA (Italian)	"Un dessin rempli de caractère, & largement touché au bistre, rehaussé de blanc sur papier gris ; il représente Putiphar faisant des efforts pour retenir le chaste Joseph par son manteau."	Dessin	Inconnue
F-A2028	"RUISDAEL, JACOB VAN (Dutch)"	"Deux jolis dessins, paysages lavés à l'encre de la Chine sur papier blanc."	Dessin	Inconnue
F-A2028	"VANLOO, CHARLES ANDRÉ CARLE VANLOO (French)"	"Jésus-Christ au jardin des Olives ; très-beau dessin, terminé à la pierre noire, mélé d'estompe & rehaussé de blanc sur papier gris."	Dessin	Inconnue
F-A2028	"VANNI, FRANCESCO (Italian)"	"La sainte Vierge présentant l'enfant Jésus à saint François ; sur la gauche on voit un saint Religieux en méditation. Ce morceau que nous regardons comme une des magnifiques productions de ce grand maître, vient de la vente de M. de Calvière ; il est à la sanguine, mélé d'estompe, & rehaussé de blanc, sur papier jaune."	Dessin	Inconnue
F-A2028	"VELDE, WILLEM VAN DE (Dutch)"	"Trois dessins à la plume ; sujets de marine, légèrement lavés de bistre mêlé d'indigo. (Sous ce no. : Dessin[s], sujet[s] de marine ; lot no.78[a] par Brueghel)"	Dessin	Inconnue
F-A2028	VERONESE PAOLO CALIARI (Italian)	"Une composition de seize figures, offrant le sujet de Jésus-Christ à table, accompagné de la Vierge & servi par les Anges. Ce morceau d'une grande distinction & parfaitement conservé, est lavé à l'encre de la Chine, & rehaussé de blanc sur papier blanc. Haut. 15 p. larg. 21 p. Nous ne pouvons nous dispenser de fixer l'attention des vrais Amateurs, sur ce Dessin parfait & l'un des plus corrects qui puisse se rencontrer de ce grand Artiste."	Dessin	Inconnue
F-A2028	ANONYMOUS (Unknown)	"Deux jolis grouppes d'Enfans, caractérisant les quatre Saisons, sur socles de cuivre d'ancien genre."	Sculpture	Inconnue
F-A2028	"GUILLET, CHARLES ANDRÉ (French)"	"Un buste de Flore ; du caractère le plus gracieux, par Guillet."	Sculpture	Inconnue
F-A2028	ITALIAN (Italian)	Un très-beau buste de Marc-Aurèle étant jeune ; ce morceau d'une belle exécution est par un habile artiste Italien.	Sculpture	Inconnue
F-A2030	ANONYMOUS (Unknown)	"Une femme qui fait du beurre, et deux autres figures : dessin colorié, par Christine Chalon ; plus, un paysage et une marine.  [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un paysage et une marine ; lot no.441[a] par C. Chalon)"	Dessin	"Vendu, 5 livres"
F-A2030	AUDRAN (French)	"Un arabesque colorié par Audran des Gobelins, et deux beaux paysages, par Francisque Millet, à l'encre, rehaussé de blanc, au pinceau. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un arabesque colorié ; lot no.473[b] par F. Millet)"	Dessin	"Inconnue, 15 livres"
F-A2030	"BEECQ, JAN KAREL DONATUS VAN (Dutch)"	"Deux marines d'un mérite distingué, à la plume et lavées, par Abraham Stock et Van Beck. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Une marine d'un mérite distingué ; lot no.423a[a] par A. Storck)"	Dessin	"Vendu, 23 livres"
F-A2030	BERGAS UNIDENTIFIED (Unknown)	"Deux demi-figures d'hommes et un hiver, à la plume et lavé, sur vélin, par A. Crussens ; deux foires par Bergas, et de triomphe de la Religion, grande pièce d'Adrien de Wert. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Deux foires)"	Dessin	"Vendu, 12 livres"
F-A2030	BOUCHARDON (French)	"Notre Seigneur avec ses Apôtres, et une allégorie, par Bertin, et quatre autres dessins de Parrocel et Bouchardon. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Dessins)"	Dessin	"Vendu, 12 livres"
F-A2030	CARRACCI (Italian)	"Deux paysages avec figures ; par Le Carrache : du cabinet de M. Nourri. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.]"	Dessin	"Vendu, 15 livres"
F-A2030	"CESARI, GIUSEPPE (CAVALIER D'ARPINO)"	"Sept dessins, de Joseph d'Arpino, Paulolo Descho, Cignani, Gezzi et Volterano. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Dessin[s])"	Dessin	"Inconnue, 8 livres"
F-A2030	"CIRCIGNANI, ANTONIO IL POMARANCIO (Italian)"	"Deux bons dessins de Fréderic Zuccaro, et une armoirie d'Antonius Pomerencio. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. :Une armoirie ; lot no.359[a] par F. Zuccari)"	Dessin	"Vendu, 20 livres"
F-A2030	"CLÉRISSEAU, CHARLES LOUIS (French)"	"Cinq dessiné de Restout, Jeaurat, Clerisseau, Doyen etc. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Dessin[s])"	Dessin	"Inconnue, 8 livres"
F-A2030	"CRESTI, DOMENICO PASSIGNANO (Italian)"	"Un homme courbé et à genoux, sa main droite derrière le dos, grandeur d'académie, aussi par Ricciarelli, et deux sujets chacun de trois figures pour la vie de S. François de Sales ; beaux dessins à la plume, et lavés par Dominico Passignani. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. :Deux sujets chacun de trois figures pour la vie de S. François de Sales ; lot no.352[a] par Daniele da Volterra)"	Dessin	"Vendu, 24 livres"
F-A2030	DANCELS DE MALINES UNIDENTIFIED (Unknown)	"Cinq petits morceaux d'architecture, par Dancels de Malines ; une vue de Dorts à la plume et lavée, par A. Van Wanûm, en 1770, et un paysage de B.A. Dunker, en 1772, à la sanguine. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Cinq petits morceaux d'architecture)"	Dessin	"Vendu, 19 livres"
F-A2030	"DELARUE, LOUIS-FÉLIX (French)"	"Trois jeux d'enfans, dont un porte la date de 1757, par L.F. de la Rue. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un jeu d'enfans)"	Dessin	"Inconnue, 34 livres"
F-A2030	"DOYEN, GABRIEL FRANÇOIS (French)"	"Cinq dessiné de Restout, Jeaurat, Clerisseau, Doyen etc. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Dessin[s])"	Dessin	"Inconnue, 8 livres"
F-A2030	"FOUQUIÈRES, JACQUES (Flemish)"	"Quatre paysages avec figures à la plume et lavés au bistre ou à l'encre de la chine, par Abraham Rademaker, Esselens, Fouquiere et Waterloo. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un paysage avec figures)"	Dessin	"Vendu, 21 livres"
F-A2030	"GAEL, BAREND (Dutch)"	"Notre Seigneur chez le Pharisien : riche composition à la plume, et lavée par Gérard Hooet. Et un port de mer, par Bernaert Gaal. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un port de mer ; lot no.423[a] par G. Hoet (I))"	Dessin	"Vendu, 12 livres"
F-A2030	"GREUZE, JEAN BAPTISTE (French)"	"Un buste de femme en chemise, ayant un mouchoir sur son cou ; ses cheveux sont noués avec un ruban : ce bon morceau, par Jean-Baptiste Greuze, porte 14 pouces 3 lignes de haut, sur 11 pouces 6 lignes de large, no.103 du catalogue du cabinet de M. Vassal de Saint Hubert, a coûté 200 liv. [Tableaux à la gouache, Au pastel, sous verre et en bordures dorées.]"	Dessin	"Vendu, 70 livres"
F-A2030	"HIMPEL, AARNOUT TER (Dutch)"	"Un grand paysage de Kapeller ; un autre de Verdussen ; un plus petit de Himpel ; et un de Valentin Kuts. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Un [paysage] plus petit)"	Dessin	"Vendu, 34 livres"
F-A2030	"HOET, GERARD I (Dutch)"	"Notre Seigneur chez le Pharisien : riche composition à la plume, et lavée par Gérard Hooet. Et un port de mer, par Bernaert Gaal. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Notre Seigneur chez le Pharisien ; lot no.423[b] par B. Gael)"	Dessin	"Vendu, 12 livres"
F-A2030	"HUET, JEAN-BAPTISTE (French)"	"Sept dessins figures et paysages, par J.B. Huët, Menageot, et autres. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Dessin[s] figures et paysages)"	Dessin	"Vendu, 6 livres"
F-A2030	"LAFAGE, RAYMOND DE (French)"	"Deux sujets à la plume et lavés, par Raymont de la Fage. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.]"	Dessin	"Inconnue, 18 livres"
F-A2030	"LE MOYNE, FRANÇOIS (French)"	"Frappement du rocher à la pierre noire, rehaussé de blanc, et six études de têtes et figures au trois crayons, par François le Moine. [Collection De Dessins en feuilles des Maîtres distingués, des Ecoles d'Italie, des Pays-Bas et de France ; le plus grand nombre est collé et ajusté proprement avec filets d'or.] (Sous ce no. : Six études de têtes et figures)"	Dessin	"Inconnue, 11 livres"
